scenario_id,lane,formula,expected_text,notes
W63-DATE-001,date_parts,"DAY(60)",29,"Fake leap-day serial preserves day extraction."
W63-DATE-002,date_parts,"MONTH(60)",2,"Fake leap-day serial preserves month extraction."
W63-DATE-003,date_parts,"YEAR(60)",1900,"Fake leap-day serial preserves year extraction."
W63-DATE-004,date_parts,"DAYS(61.9,60.1)",1,"DAYS truncates both serial arguments before subtraction."
W63-TIME-001,time_parts,"HOUR(1.9)",21,"Fractional-day hour extraction matches Excel."
W63-TIME-002,time_parts,"MINUTE(1.9)",36,"Fractional-day minute extraction matches Excel."
W63-TIME-003,time_parts,"SECOND(1.9)",0,"Fractional-day second extraction matches Excel."
W63-TIME-004,time_parts,"ROUND(TIME(1,2,3),12)",0.043090277778,"TIME baseline with ordinary numeric args."
W63-WEEK-001,date_week,"EDATE(DATE(2024,1,31),1)",45351,"EDATE clamps month-end correctly."
W63-WEEK-002,date_week,"EOMONTH(DATE(2024,1,31),1)",45351,"EOMONTH returns the target month end."
W63-WEEK-003,date_week,"WEEKDAY(DATE(2024,1,1),3)",0,"WEEKDAY return type 3 uses zero-based Monday start."
W63-WEEK-004,date_week,"WEEKNUM(DATE(2024,1,1),21)",1,"WEEKNUM return type 21 follows the ISO-week lane."
W63-WEEK-005,date_week,"ISOWEEKNUM(DATE(2020,12,31))",53,"ISO week boundary at year end matches Excel."
W63-BUS-001,workday_networkdays,"WORKDAY(DATE(2024,1,2),5)",45300,"Default Saturday/Sunday workday stepping baseline."
W63-BUS-002,workday_networkdays,"WORKDAY.INTL(DATE(2012,1,1),30,17)",40944,"Single-day-weekend numeric code baseline."
W63-BUS-003,workday_networkdays,"NETWORKDAYS(DATE(2024,1,1),DATE(2024,1,10),H1:H1)",7,"Holiday range excludes New Year's Day from inclusive business-day count."
W63-BUS-004,workday_networkdays,"NETWORKDAYS.INTL(DATE(2006,1,1),DATE(2006,2,1),7,H2:H3)",22,"Weekend-number and holiday-range baseline."
W63-BUS-005,workday_networkdays,"NETWORKDAYS.INTL(DATE(2024,1,1),DATE(2024,1,31),""1111111"")",0,"All-weekend mask remains valid for NETWORKDAYS.INTL and yields zero."
W63-YFR-001,yearfrac,"ROUND(YEARFRAC(DATE(2012,1,1),DATE(2012,7,30),0),8)",0.58055556,"YEARFRAC basis 0 baseline."
W63-YFR-002,yearfrac,"ROUND(YEARFRAC(DATE(2012,1,1),DATE(2012,7,30),1),8)",0.57650273,"YEARFRAC basis 1 baseline."
W63-YFR-003,yearfrac,"ROUND(YEARFRAC(DATE(2012,1,1),DATE(2012,7,30),3),8)",0.57808219,"YEARFRAC basis 3 baseline."
W63-ERR-001,error,"DAY(-1)",#NUM!,"Negative serial is rejected for DAY."
W63-ERR-002,error,"HOUR(-0.1)",#NUM!,"Negative serial is rejected for HOUR."
W63-ERR-003,error,"TIME(""x"",2,3)",#VALUE!,"Non-numeric text in TIME is rejected."
W63-ERR-004,error,"EDATE(-1,1)",#NUM!,"Negative serial is rejected for EDATE."
W63-ERR-005,error,"WEEKDAY(DATE(2024,1,1),0)",#NUM!,"Invalid WEEKDAY return type is rejected."
W63-ERR-006,error,"WEEKNUM(DATE(2024,1,1),3)",#NUM!,"Return type 3 remains invalid for WEEKNUM."
W63-ERR-007,error,"WORKDAY.INTL(DATE(2024,1,1),1,""1111111"")",#VALUE!,"All-weekend mask is rejected for WORKDAY.INTL."
W63-ERR-008,error,"YEARFRAC(DATE(2024,1,1),DATE(2024,12,31),5)",#NUM!,"Invalid YEARFRAC basis is rejected."
